[3.0, 7.0, 14.0, 9.0, 13.0, 7.0, 11.0, 17.0, 18.0, 25.0, 16.0, 14.0, 17.0, 24.0, 26.0, 26.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[9.0, 17.0, 19.0, 21.0, 23.0, 24.0, 27.0, 28.0, 30.0, 31.0, 33.0, 33.0, 35.0, 37.0, 38.0, 39.0]
[16, 31, 31, 63, 172, 328, 593, 1031, 1547, 2062, 2718, 3655, 3984, 4671, 5092, 6061]
[14.0, 17.0, 18.0, 18.0, 18.0, 21.0, 22.0, 22.0, 22.0, 24.0, 26.0, 28.0, 25.0, 28.0, 29.0, 32.0]
[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[14.0, 17.0, 19.0, 21.0, 23.0, 24.0, 27.0, 28.0, 30.0, 31.0, 33.0, 34.0, 35.0, 37.0, 38.0, 39.0]
[218, 719, 1453, 3780, 8607, 17418, 31103, 51206, 70296, 94790, 110099, 122672, 126173, 129530, 128142, 140716]
