[23.0, 23.0, 25.0, 23.0, 19.0, 28.0, 21.0, 30.0, 17.0, 18.0, 24.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[36.0, 31.0, 35.0, 36.0, 28.0, 42.0, 35.0, 36.0, 31.0, 36.0, 42.0]
[1211, 1653, 1648, 2398, 2845, 4229, 4363, 7170, 8946, 9578, 13882]
[36.0, 30.0, 33.0, 34.0, 27.0, 35.0, 33.0, 32.0, 29.0, 34.0, 29.0]
[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[36.0, 31.0, 35.0, 36.0, 28.0, 42.0, 35.0, 36.0, 31.0, 36.0, 42.0]
[211, 216, 525, 1643, 3751, 6412, 13498, 36267, 72932, 149822, 284603]
