[22.0, 27.0, 16.0, 33.0, 17.0, 20.0, 29.0, 6.0, 20.0, 31.0, 26.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[32.0, 41.0, 26.0, 40.0, 32.0, 43.0, 37.0, 33.0, 33.0, 41.0, 44.0]
[1659, 2074, 2656, 3907, 4684, 6853, 6943, 8903, 12711, 14072, 15694]
[29.0, 36.0, 25.0, 37.0, 30.0, 42.0, 31.0, 29.0, 30.0, 36.0, 38.0]
[1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0]
[32.0, 41.0, 26.0, 40.0, 32.0, 43.0, 37.0, 33.0, 33.0, 41.0, 44.0]
[238, 411, 819, 1963, 4049, 8447, 17809, 37349, 79379, 158106, 314769]
