[29.0, 27.0, 30.0, 29.0, 32.0, 24.0, 21.0, 19.0, 31.0, 16.0, 30.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[33.0, 38.0, 38.0, 40.0, 36.0, 41.0, 35.0, 37.0, 42.0, 35.0, 42.0]
[1016, 765, 859, 1375, 1530, 2031, 2453, 3062, 4437, 4624, 6608]
[29.0, 33.0, 32.0, 34.0, 32.0, 33.0, 30.0, 34.0, 39.0, 29.0, 38.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0]
[33.0, 38.0, 38.0, 40.0, 36.0, 41.0, 35.0, 37.0, 42.0, 35.0, 42.0]
[94, 156, 266, 625, 1250, 2702, 5483, 12809, 25197, 52555, 116144]
