[28.0, 18.0, 14.0, 20.0, 16.0, 13.0, 13.0, 25.0, 26.0, 23.0, 24.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[34.0, 27.0, 27.0, 33.0, 31.0, 33.0, 30.0, 35.0, 39.0, 36.0, 35.0]
[656, 656, 641, 890, 1062, 1516, 1891, 2406, 3281, 3436, 4155]
[31.0, 26.0, 27.0, 30.0, 30.0, 31.0, 29.0, 28.0, 35.0, 29.0, 35.0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0]
[34.0, 27.0, 27.0, 33.0, 31.0, 33.0, 30.0, 35.0, 39.0, 36.0, 35.0]
[94, 140, 297, 578, 1281, 2561, 5373, 11372, 24182, 51123, 121467]
