[5.0, 6.0, 6.0, 4.0, 11.0, 4.0, 16.0, 17.0, 13.0, 16.0, 10.0, 22.0, 22.0, 23.0, 21.0, 23.0]
[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
[8.0, 16.0, 16.0, 19.0, 22.0, 23.0, 25.0, 25.0, 27.0, 28.0, 30.0, 30.0, 32.0, 33.0, 34.0, 35.0]
[73, 75, 160, 259, 420, 1006, 1881, 2663, 4951, 4954, 6981, 9257, 7886, 9665, 10114, 11632]
[5.0, 9.0, 10.0, 14.0, 18.0, 21.0, 19.0, 22.0, 25.0, 20.0, 23.0, 21.0, 24.0, 26.0, 27.0, 30.0]
[2, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 2]
[13.0, 16.0, 17.0, 19.0, 22.0, 23.0, 25.0, 25.0, 27.0, 28.0, 30.0, 30.0, 32.0, 33.0, 34.0, 35.0]
[469, 1259, 3619, 9078, 18237, 43113, 72520, 110645, 166077, 214663, 256954, 267801, 242517, 251830, 265057, 256483]
